level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	3	1	4	2	2487	458	35	84	95	mua
5	1	3	1	4	3	2487	557	24	19	95	ca
5	1	3	1	4	4	2477	579	40	138	96	trong
5	1	3	1	4	5	2487	733	35	44	96	anh
5	1	3	1	4	6	2477	779	46	138	95	trang
5	1	3	1	4	7	2487	932	45	75	96	ram
2	1	4	0	0	0	2074	375	334	701	-1	
3	1	4	1	0	0	2362	376	46	572	-1	
4	1	4	1	1	0	2362	376	46	572	-1	
5	1	4	1	1	1	2372	376	35	81	90	Dén
5	1	4	1	1	2	2362	472	45	72	62	6ng
5	1	4	1	1	3	2372	561	24	62	95	sao
5	1	4	1	1	4	2372	638	36	62	82	voi
5	1	4	1	1	5	2372	716	36	70	78	dén
5	1	4	1	1	6	2372	801	35	42	91	ca
5	1	4	1	1	7	2362	858	46	90	89	chép
3	1	4	2	0	0	2199	375	151	701	-1	
4	1	4	2	1	0	2304	376	46	700	-1	
5	1	4	2	1	1	2314	376	35	81	70	Dén
5	1	4	2	1	2	2314	470	36	100	92	thién
5	1	4	2	1	3	2304	584	34	70	96	nga
5	1	4	2	1	4	2314	668	36	62	93	voi
5	1	4	2	1	5	2314	747	36	70	60	den
5	1	4	2	1	6	2314	830	36	116	78	buém
5	1	4	2	1	7	2314	960	36	116	38	buém
4	1	4	2	2	0	2247	375	55	652	-1	
5	1	4	2	2	1	2258	375	33	68	92	Em
5	1	4	2	2	2	2257	457	35	90	0	ruoc
5	1	4	2	2	3	2257	563	36	70	90	dén
5	1	4	2	2	4	2247	647	45	70	92	nay
5	1	4	2	2	5	2257	732	45	70	90	dén
5	1	4	2	2	6	2257	817	24	70	92	cung
5	1	4	2	2	7	2247	888	44	139	94	trang
4	1	4	2	3	0	2199	376	36	564	-1	
5	1	4	2	3	1	2199	376	35	81	86	Dén
5	1	4	2	3	2	2199	471	36	96	91	xanh
5	1	4	2	3	3	2199	582	36	38	93	lo
5	1	4	2	3	4	2199	633	36	63	68	voi
5	1	4	2	3	5	2199	712	36	70	76	dén
5	1	4	2	3	6	2199	795	35	66	96	tim
5	1	4	2	3	7	2199	874	35	66	96	tim
3	1	4	3	0	0	2074	376	113	671	-1	
4	1	4	3	1	0	2132	376	55	671	-1	
5	1	4	3	1	1	2142	376	35	81	86	Dén
5	1	4	3	1	2	2142	471	36	96	92	xanh
5	1	4	3	1	3	2142	582	36	72	96	lam
5	1	4	3	1	4	2142	668	36	62	77	voi
5	1	4	3	1	5	2142	747	36	70	90	dén
5	1	4	3	1	6	2132	830	55	102	93	trang
5	1	4	3	1	7	2132	946	55	101	96	trang
4	1	4	3	2	0	2074	377	46	655	-1	
5	1	4	3	2	1	2074	377	44	119	92	Trong
5	1	4	3	2	2	2084	512	36	69	93	anh
5	1	4	3	2	3	2084	596	36	70	83	dén
5	1	4	3	2	4	2078	680	31	64	92	ruc
5	1	4	3	2	5	2084	759	33	42	85	r6
5	1	4	3	2	6	2084	815	35	111	40	mu6én
5	1	4	3	2	7	2084	941	35	91	96	mau.
2	1	5	0	0	0	1787	375	218	776	-1	
3	1	5	1	0	0	1959	377	46	632	-1	
4	1	5	1	1	0	1959	377	46	632	-1	
5	1	5	1	1	1	1969	377	35	55	93	Tit
5	1	5	1	1	2	1969	446	35	77	90	trén
5	1	5	1	1	3	1969	538	24	66	96	cao
5	1	5	1	1	4	1959	621	46	93	96	dang
5	1	5	1	1	5	1969	727	35	81	93	tron
5	1	5	1	1	6	1970	821	35	87	91	xinh
5	1	5	1	1	7	1970	922	35	87	91	xinh
3	1	5	2	0	0	1787	375	170	776	-1	
4	1	5	2	1	0	1902	379	55	663	-1	
5	1	5	2	1	1	1912	379	36	61	93	Soi
5	1	5	2	1	2	1902	454	55	123	4	xudng
5	1	5	2	1	3	1912	591	45	78	96	tran
5	1	5	2	1	4	1912	684	36	69	94	anh
5	1	5	2	1	5	1902	769	45	87	93	sang
5	1	5	2	1	6	1906	872	42	61	92	diu
5	1	5	2	1	7	1902	949	46	93	96	dang
4	1	5	2	2	0	1845	375	55	776	-1	
5	1	5	2	2	1	1855	375	45	93	94	Ram
5	1	5	2	2	2	1845	481	46	110	96	thang
5	1	5	2	2	3	1855	607	35	89	96	Tam
5	1	5	2	2	4	1845	710	46	98	96	bong
5	1	5	2	2	5	1855	822	45	82	93	Hang
5	1	5	2	2	6	1845	905	40	142	96	trong
5	1	5	2	2	7	1845	1064	45	87	96	sang
4	1	5	2	3	0	1787	375	55	581	-1	
5	1	5	2	3	1	1798	375	33	68	96	Em
5	1	5	2	3	2	1797	458	35	61	95	mua
5	1	5	2	3	3	1797	522	24	77	93	ca
5	1	5	2	3	4	1797	612	36	61	92	vui
5	1	5	2	3	5	1797	690	36	73	95	don
5	1	5	2	3	6	1791	778	42	56	96	chi
5	1	5	2	3	7	1787	849	55	107	95	Hang
2	1	6	0	0	0	1385	375	342	690	-1	
3	1	6	1	0	0	1557	375	170	690	-1	
4	1	6	1	1	0	1672	377	55	688	-1	
5	1	6	1	1	1	1672	377	45	102	93	Tung
5	1	6	1	1	2	1682	495	36	86	93	dinh
5	1	6	1	1	3	1682	596	36	86	92	dinh
5	1	6	1	1	4	1682	697	45	63	35	cdc
5	1	6	1	1	5	1672	774	45	88	82	tung
5	1	6	1	1	6	1682	878	36	86	93	dinh
5	1	6	1	1	7	1682	979	36	86	92	dinh
4	1	6	1	2	0	1615	377	55	688	-1	
5	1	6	1	2	1	1615	377	45	102	93	Tung
5	1	6	1	2	2	1625	495	36	86	92	dinh
5	1	6	1	2	3	1625	596	36	86	92	dinh
5	1	6	1	2	4	1625	697	45	63	30	cdc
5	1	6	1	2	5	1615	774	45	88	74	tung
5	1	6	1	2	6	1625	878	36	86	92	dinh
5	1	6	1	2	7	1625	979	36	86	93	dinh
4	1	6	1	3	0	1557	375	55	652	-1	
5	1	6	1	3	1	1568	375	33	68	92	Em
5	1	6	1	3	2	1567	457	35	90	18	ruoc
5	1	6	1	3	3	1567	563	36	70	90	dén
5	1	6	1	3	4	1557	647	45	70	92	nay
5	1	6	1	3	5	1567	732	45	70	91	dén
5	1	6	1	3	6	1567	817	24	70	92	cung
5	1	6	1	3	7	1557	888	44	139	95	trang
3	1	6	2	0	0	1385	375	170	690	-1	
4	1	6	2	1	0	1500	377	55	688	-1	
5	1	6	2	1	1	1500	377	45	102	93	Tung
5	1	6	2	1	2	1510	495	36	86	93	dinh
5	1	6	2	1	3	1510	596	36	86	92	dinh
5	1	6	2	1	4	1510	697	45	63	36	cdc
5	1	6	2	1	5	1500	774	45	88	80	tung
5	1	6	2	1	6	1510	878	36	86	91	dinh
5	1	6	2	1	7	1510	979	36	86	92	dinh
4	1	6	2	2	0	1442	377	55	688	-1	
5	1	6	2	2	1	1442	377	45	102	93	Tung
5	1	6	2	2	2	1452	495	36	86	92	dinh
5	1	6	2	2	3	1452	596	36	86	92	dinh
5	1	6	2	2	4	1452	697	45	63	35	cdc
5	1	6	2	2	5	1442	774	45	88	73	tung
5	1	6	2	2	6	1452	878	36	86	92	dinh
5	1	6	2	2	7	1452	979	36	86	93	dinh
4	1	6	2	3	0	1385	375	55	676	-1	
5	1	6	2	3	1	1396	375	33	68	92	Em
5	1	6	2	3	2	1395	457	35	90	48	rudc
5	1	6	2	3	3	1395	563	36	70	90	dén
5	1	6	2	3	4	1385	648	45	112	56	mung
5	1	6	2	3	5	1395	776	36	73	95	don
5	1	6	2	3	6	1389	864	42	57	96	chi
5	1	6	2	3	7	1385	935	55	116	91	Hang.
2	1	7	0	0	0	1097	375	228	684	-1	
3	1	7	1	0	0	1097	375	228	684	-1	
4	1	7	1	1	0	1270	377	55	682	-1	
5	1	7	1	1	1	1280	377	45	65	92	Tét
5	1	7	1	1	2	1270	457	44	118	96	Trung
5	1	7	1	1	3	1280	591	36	77	93	Thu
5	1	7	1	1	4	1280	682	36	96	91	banh
5	1	7	1	1	5	1270	793	45	70	96	qua
5	1	7	1	1	6	1270	878	55	69	94	day
5	1	7	1	1	7	1280	962	35	97	95	mam
4	1	7	1	2	0	1212	375	55	608	-1	
5	1	7	1	2	1	1223	375	33	68	93	Em
5	1	7	1	2	2	1222	457	36	45	90	bé
5	1	7	1	2	3	1222	518	36	70	96	nha
5	1	7	1	2	4	1222	601	25	49	76	wa
5	1	7	1	2	5	1212	665	46	98	18	dig
5	1	7	1	2	6	1212	779	45	94	86	quay
5	1	7	1	2	7	1212	888	55	95	96	quan
4	1	7	1	3	0	1155	376	55	614	-1	
5	1	7	1	3	1	1165	376	36	72	85	Doi
5	1	7	1	3	2	1159	463	42	60	96	hat
5	1	7	1	3	3	1165	540	24	62	93	sen
5	1	7	1	3	4	1165	615	36	96	91	banh
5	1	7	1	3	5	1165	726	36	69	91	déo
5	1	7	1	3	6	1155	812	55	69	96	day
5	1	7	1	3	7	1165	895	36	95	89	nhan
4	1	7	1	4	0	1097	375	55	635	-1	
5	1	7	1	4	1	1108	375	33	68	92	Em
5	1	7	1	4	2	1107	458	45	112	67	muén
5	1	7	1	4	3	1107	585	34	44	58	4n
5	1	7	1	4	4	1099	643	53	83	50	b6n,
5	1	7	1	4	5	1099	744	42	93	93	nam,
5	1	7	1	4	6	1107	854	36	46	97	ba
5	1	7	1	4	7	1097	914	55	96	96	phan
2	1	8	0	0	0	695	374	333	750	-1	
3	1	8	1	0	0	925	374	103	750	-1	
4	1	8	1	1	0	982	374	46	750	-1	
5	1	8	1	1	1	982	374	44	101	86	Ngot
5	1	8	1	1	2	992	487	36	103	93	thom
5	1	8	1	1	3	992	605	36	74	91	nhu
5	1	8	1	1	4	992	694	36	96	91	banh
5	1	8	1	1	5	992	805	36	69	85	déo
5	1	8	1	1	6	992	889	36	95	91	banh
5	1	8	1	1	7	982	999	45	125	2	nuong
4	1	8	1	2	0	925	374	46	621	-1	
5	1	8	1	2	1	915	374	54	101	90	Ngot
5	1	8	1	2	2	925	490	34	66	93	cay
5	1	8	1	2	3	935	570	36	74	92	nhu
5	1	8	1	2	4	935	660	35	78	93	mut
5	1	8	1	2	5	914	747	56	105	90	gung
5	1	8	1	2	6	935	868	35	77	96	mut
5	1	8	1	2	7	935	959	36	36	96	bi
3	1	8	2	0	0	857	376	65	597	-1	
4	1	8	2	1	0	857	376	65	597	-1	
5	1	8	2	1	1	878	376	44	59	96	An
5	1	8	2	1	2	877	450	35	59	94	mat
5	1	8	2	1	3	877	509	36	90	96	long
5	1	8	2	1	4	867	600	46	85	95	lai
5	1	8	2	1	5	857	685	65	99	71	thay
5	1	8	2	1	6	877	798	36	61	92	vui
5	1	8	2	1	7	877	874	36	99	92	thém
3	1	8	3	0	0	799	375	66	576	-1	
4	1	8	3	1	0	799	375	66	576	-1	
5	1	8	3	1	1	814	375	40	72	96	Hat
5	1	8	3	1	2	820	463	36	72	93	dua
5	1	8	3	1	3	810	548	46	94	91	nghe
5	1	8	3	1	4	820	658	45	67	93	can
5	1	8	3	1	5	820	739	35	47	61	n6
5	1	8	3	1	6	810	802	55	60	40	l6p
5	1	8	3	1	7	799	879	66	72	14	dép
3	1	8	4	0	0	742	374	65	651	-1	
4	1	8	4	1	0	742	374	65	651	-1	
5	1	8	4	1	1	742	374	56	127	93	Nguoi
5	1	8	4	1	2	762	516	36	61	90	vui
5	1	8	4	1	3	762	593	36	96	93	hoan
5	1	8	4	1	4	762	703	36	61	93	noi
5	1	8	4	1	5	762	780	36	85	51	cuoi
5	1	8	4	1	6	752	882	55	68	96	hap
5	1	8	4	1	7	742	965	65	60	96	tap
3	1	8	5	0	0	695	375	46	698	-1	
4	1	8	5	1	0	695	375	46	698	-1	
5	1	8	5	1	1	705	375	34	79	96	Bao
5	1	8	5	1	2	705	468	45	74	88	tam
5	1	8	5	1	3	695	557	46	85	96	long
5	1	8	5	1	4	695	658	45	113	38	mung
5	1	8	5	1	5	705	787	36	73	92	don
5	1	8	5	1	6	695	873	44	101	96	trang
5	1	8	5	1	7	705	989	34	84	95	ram.
